CIPTitle,INSTNM,Total,Pct,Denom
"Animal Sciences, General.",Louisiana State University and Agricultural & Mechanical College,0,0,15
"Animal Sciences, General.",Michigan State University,0,0,30
"Animal Sciences, General.",New Mexico State University-Main Campus,0,0,13
"Animal Sciences, General.",North Carolina State University at Raleigh,1,0.023255813953488372,43
"Animal Sciences, General.",North Dakota State University-Main Campus,0,0,17
"Animal Sciences, General.",Ohio State University-Main Campus,2,0.058823529411764705,34
"Animal Sciences, General.",Oregon State University,0,0,9
"Animal Sciences, General.",Pennsylvania State University-Main Campus,0,0,19
"Animal Sciences, General.",Purdue University-Main Campus,0,0,48
"Animal Sciences, General.",Rutgers University-New Brunswick,0,0,20
"Animal Sciences, General.",South Dakota State University,1,0.1111111111111111,9
"Animal Sciences, General.",Texas A & M University-College Station,2,0.06451612903225806,31
"Animal Sciences, General.",Texas Tech University,0,0,62
"Animal Sciences, General.",The University of Tennessee-Knoxville,0,0,14
"Animal Sciences, General.",University of Arizona,0,0,12
"Animal Sciences, General.",University of Arkansas,0,0,15
"Animal Sciences, General.",University of Connecticut,0,0,23
"Animal Sciences, General.",University of Delaware,0,0,21
"Animal Sciences, General.",University of Florida,0,0,29
"Animal Sciences, General.",University of Georgia,1,0.058823529411764705,17
"Animal Sciences, General.",University of Illinois at Urbana-Champaign,1,0.01,100
"Animal Sciences, General.",University of Kentucky,1,0.02127659574468085,47
"Animal Sciences, General.",University of Maryland-College Park,0,0,34
"Animal Sciences, General.",University of Massachusetts-Amherst,1,0.047619047619047616,21
"Animal Sciences, General.",University of Minnesota-Twin Cities,0,0,30
"Animal Sciences, General.",University of Missouri-Columbia,0,0,39
"Animal Sciences, General.",University of Nebraska-Lincoln,0,0,54
"Animal Sciences, General.",University of New Hampshire-Main Campus,0,0,8
"Animal Sciences, General.",University of Vermont,0,0,25
"Animal Sciences, General.",University of Wisconsin-Madison,0,0,25
"Animal Sciences, General.",University of Wyoming,0,0,13
"Animal Sciences, General.",Utah State University,0,0,12
"Animal Sciences, General.",Virginia Polytechnic Institute and State University,0,0,62
"Animal Sciences, General.",Washington State University,0,0,21
"Anthropology, General.",American University,9,0.14516129032258066,62
"Anthropology, General.",Arizona State University-Tempe,2,0.02040816326530612,98
"Anthropology, General.",Binghamton University,0,0,48
"Anthropology, General.",Boston University,0,0,26
"Anthropology, General.",Brandeis University,0,0,21
"Anthropology, General.",Brown University,1,0.027777777777777776,36
"Anthropology, General.",California Institute of Integral Studies,1,0.058823529411764705,17
"Anthropology, General.",Case Western Reserve University,1,0.05555555555555555,18
"Anthropology, General.",Catholic University of America,0,0,4
"Anthropology, General.",College of William and Mary,0,0,26
"Anthropology, General.",Columbia University in the City of New York,1,0.008,125
"Anthropology, General.",Cornell University,3,0.06666666666666667,45
"Anthropology, General.",CUNY Graduate School and University Center,10,0.08620689655172414,116
"Anthropology, General.",Duke University,1,0.01694915254237288,59
"Anthropology, General.",Emory University,3,0.07142857142857142,42
"Anthropology, General.",Florida State University,0,0,18
"Anthropology, General.",George Washington University,0,0,1
"Anthropology, General.",Harvard University,1,0.013513513513513514,74
"Anthropology, General.",Indiana University-Bloomington,2,0.018867924528301886,106
"Anthropology, General.",Johns Hopkins University,0,0,34
"Anthropology, General.",Michigan State University,6,0.07894736842105263,76
"Anthropology, General.",New York University,0,0,71
"Anthropology, General.",Northwestern University,2,0.045454545454545456,44
"Anthropology, General.",Ohio State University-Main Campus,0,0,52
"Anthropology, General.",Oregon State University,0,0,9
"Anthropology, General.",Pennsylvania State University-Main Campus,0,0,25
"Anthropology, General.",Princeton University,3,0.08571428571428572,35
"Anthropology, General.",Purdue University-Main Campus,0,0,20
"Anthropology, General.",Rice University,1,0.038461538461538464,26
"Anthropology, General.",Rutgers University-New Brunswick,4,0.08888888888888889,45
"Anthropology, General.",Southern Illinois University-Carbondale,0,0,26
"Anthropology, General.",Southern Methodist University,0,0,39
"Anthropology, General.",Stanford University,0,0,77
"Anthropology, General.",Stony Brook University,2,0.05714285714285714,35
"Anthropology, General.",SUNY at Albany,1,0.027777777777777776,36
"Anthropology, General.",Syracuse University,0,0,43
"Anthropology, General.",Temple University,3,0.0967741935483871,31
"Anthropology, General.",Texas A & M University-College Station,1,0.015151515151515152,66
"Anthropology, General.",The New School,0,0,4
"Anthropology, General.",The University of Alabama,0,0,20
"Anthropology, General.",The University of Montana,0,0,24
"Anthropology, General.",The University of Tennessee-Knoxville,1,0.017241379310344827,58
"Anthropology, General.",The University of Texas at Austin,21,0.16535433070866143,127
"Anthropology, General.",The University of Texas at San Antonio,0,0,11
"Anthropology, General.",Tulane University of Louisiana,0,0,41
"Anthropology, General.",University at Buffalo,0,0,56
"Anthropology, General.",University of Alaska Fairbanks,0,0,12
"Anthropology, General.",University of Arizona,1,0.009009009009009009,111
"Anthropology, General.",University of Arkansas,0,0,19
"Anthropology, General.",University of California-Berkeley,5,0.05154639175257732,97
"Anthropology, General.",University of California-Davis,0,0,53
"Anthropology, General.",University of California-Irvine,0,0,50
"Anthropology, General.",University of California-Los Angeles,2,0.027777777777777776,72
"Anthropology, General.",University of California-Riverside,2,0.043478260869565216,46
"Anthropology, General.",University of California-San Diego,1,0.019230769230769232,52
"Anthropology, General.",University of California-Santa Barbara,0,0,42
"Anthropology, General.",University of California-Santa Cruz,1,0.021739130434782608,46
"Anthropology, General.",University of Chicago,7,0.058823529411764705,119
"Anthropology, General.",University of Colorado Boulder,0,0,37
"Anthropology, General.",University of Connecticut,3,0.06666666666666667,45
"Anthropology, General.",University of Florida,12,0.08695652173913043,138
"Anthropology, General.",University of Georgia,1,0.022222222222222223,45
"Anthropology, General.",University of Hawaii at Manoa,0,0,32
"Anthropology, General.",University of Illinois at Chicago,1,0.043478260869565216,23
"Anthropology, General.",University of Illinois at Urbana-Champaign,3,0.04838709677419355,62
"Anthropology, General.",University of Iowa,0,0,36
"Anthropology, General.",University of Kansas,1,0.037037037037037035,27
"Anthropology, General.",University of Kentucky,0,0,35
"Anthropology, General.",University of Maine,0,0,2
"Anthropology, General.",University of Maryland-College Park,0,0,22
"Anthropology, General.",University of Massachusetts-Amherst,4,0.10526315789473684,38
"Anthropology, General.",University of Michigan-Ann Arbor,2,0.013888888888888888,144
"Anthropology, General.",University of Minnesota-Twin Cities,0,0,38
"Anthropology, General.",University of Missouri-Columbia,0,0,25
"Anthropology, General.",University of Nevada-Las Vegas,0,0,16
"Anthropology, General.",University of Nevada-Reno,0,0,15
"Anthropology, General.",University of New Mexico-Main Campus,0,0,66
"Anthropology, General.",University of North Carolina at Chapel Hill,2,0.03508771929824561,57
"Anthropology, General.",University of Oklahoma-Norman Campus,0,0,34
"Anthropology, General.",University of Oregon,0,0,27
"Anthropology, General.",University of Pennsylvania,0,0,50
"Anthropology, General.",University of Pittsburgh-Pittsburgh Campus,0,0,70
"Anthropology, General.",University of South Carolina-Columbia,0,0,15
"Anthropology, General.",University of South Florida-Main Campus,10,0.11904761904761904,84
"Anthropology, General.",University of Southern California,0,0,2
"Anthropology, General.",University of Tulsa,1,1,1
"Anthropology, General.",University of Utah,0,0,25
"Anthropology, General.",University of Virginia-Main Campus,2,0.04081632653061224,49
"Anthropology, General.",University of Washington-Seattle Campus,2,0.02857142857142857,70
"Anthropology, General.",University of Wisconsin-Madison,0,0,49
"Anthropology, General.",University of Wisconsin-Milwaukee,1,0.027777777777777776,36
"Anthropology, General.",University of Wyoming,0,0,14
"Anthropology, General.",Vanderbilt University,0,0,19
"Anthropology, General.",Washington State University,1,0.023809523809523808,42
"Anthropology, General.",Washington University in St Louis,1,0.0136986301369863,73
"Anthropology, General.",Wayne State University,7,0.2692307692307692,26
"Anthropology, General.",Yale University,1,0.014285714285714285,70
"Anthropology, Other.",Teachers College at Columbia University,4,0.09090909090909091,44
"Anthropology, Other.",University of California-Berkeley,0,0,18
"Anthropology, Other.",University of California-San Diego,0,0,5
Apparel and Textile Marketing Management.,Oregon State University,0,0,23
"Apparel and Textiles, General.",Iowa State University,3,0.07894736842105263,38
"Apparel and Textiles, General.",Ohio State University-Main Campus,0,0,13
"Apparel and Textiles, General.",Purdue University-Main Campus,1,0.038461538461538464,26
"Apparel and Textiles, General.",University of North Carolina at Greensboro,2,0.07407407407407407,27
Applied Behavior Analysis.,Arizona State University-Skysong,52,0.21224489795918366,245
Applied Behavior Analysis.,Arizona State University-Tempe,5,0.11904761904761904,42
Applied Behavior Analysis.,Caldwell University,0,0,20
Applied Behavior Analysis.,Endicott College,0,0,16
Applied Behavior Analysis.,Fielding Graduate University,3,0.16666666666666666,18
Applied Behavior Analysis.,Florida Institute of Technology,1,0.05555555555555555,18
Applied Behavior Analysis.,Simmons University,0,0,22
Applied Behavior Analysis.,The Chicago School of Professional Psychology at Chicago,1,0.06666666666666667,15
Applied Behavior Analysis.,The Chicago School of Professional Psychology at Los Angeles,0,0,16
Applied Behavior Analysis.,University of South Florida-Main Campus,0,0,4
Applied Behavior Analysis.,Western Michigan University,1,0.025,40
Applied Economics.,Colorado School of Mines,0,0,20
Applied Economics.,Oregon State University,0,0,36
Applied Economics.,University of Minnesota-Twin Cities,1,0.012345679012345678,81
Applied Economics.,University of Nevada-Reno,0,0,13
Applied Economics.,University of Pennsylvania,1,0.041666666666666664,24
Applied Economics.,University of Rhode Island,0,0,24
Applied Economics.,Vanderbilt University,0,0,12
Applied Economics.,Western Michigan University,1,0.034482758620689655,29
"Applied Horticulture/Horticulture Operations, General.",Oregon State University,0,0,14
"Applied Horticulture/Horticulture Operations, General.",Texas A & M University-College Station,0,0,21
"Applied Horticulture/Horticulture Operations, General.",University of Georgia,0,0,8
Applied Linguistics.,Arizona State University-Tempe,0,0,14
Applied Linguistics.,Iowa State University,0,0,16
"Applied Mathematics, General.",Air Force Institute of Technology-Graduate School of Engineering & Management,0,0,11
"Applied Mathematics, General.",Arizona State University-Tempe,0,0,29
"Applied Mathematics, General.",Brown University,0,0,72
"Applied Mathematics, General.",Case Western Reserve University,0,0,16
"Applied Mathematics, General.",Claremont Graduate University,1,0.07142857142857142,14
"Applied Mathematics, General.",Columbia University in the City of New York,0,0,34
"Applied Mathematics, General.",Cornell University,2,0.037037037037037035,54
"Applied Mathematics, General.",Delaware State University,5,0.22727272727272727,22
"Applied Mathematics, General.",Florida Institute of Technology,1,0.09090909090909091,11
"Applied Mathematics, General.",Harvard University,0,0,29
"Applied Mathematics, General.",Illinois Institute of Technology,0,0,30
